time	count
7206590.00	1.00
7206601.00	0.00
7206648.00	1.00
7206659.00	0.00
7206706.00	1.00
7206717.00	0.00
7206766.00	1.00
7206782.00	0.00
7206832.00	1.00
7207236.00	0.00
7207304.00	1.00
7207320.00	0.00
7207371.00	1.00
7207383.00	0.00
7207439.00	1.00
7207451.00	0.00
7207500.00	1.00
7207512.00	0.00
7207560.00	1.00
7207572.00	0.00
7207619.00	1.00
7207631.00	0.00
7207679.00	1.00
7207691.00	0.00
7207739.00	1.00
7207751.00	0.00
7207800.00	1.00
7207811.00	0.00
7207858.00	1.00
7207870.00	0.00
7207917.00	1.00
7207928.00	0.00
7207975.00	1.00
7207986.00	0.00
7208033.00	1.00
7208045.00	0.00
7208093.00	1.00
7208105.00	0.00
7208154.00	1.00
7208165.00	0.00
7208214.00	1.00
7208230.00	0.00
7208279.00	1.00
7208687.00	0.00
7208748.00	1.00
7208763.00	0.00
7208814.00	1.00
7208827.00	0.00
7208875.00	1.00
7208887.00	0.00
7208935.00	1.00
7208946.00	0.00
7208994.00	1.00
7209005.00	0.00
7209053.00	1.00
7209064.00	0.00
7209113.00	1.00
7209124.00	0.00
7209172.00	1.00
7209183.00	0.00
7209230.00	1.00
7209241.00	0.00
7209290.00	1.00
7209301.00	0.00
7209350.00	1.00
7209361.00	0.00
7209414.00	1.00
7209426.00	0.00
7209475.00	1.00
7209487.00	0.00
7209534.00	1.00
7209545.00	0.00
7209592.00	1.00
7209604.00	0.00
7209663.00	1.00
7209681.00	0.00
7209733.00	1.00
7210144.00	0.00
7210208.00	1.00
7210224.00	0.00
7210277.00	1.00
7210289.00	0.00
7210349.00	1.00
7210362.00	0.00
7210417.00	1.00
7210429.00	0.00
7210479.00	1.00
7210490.00	0.00
7210546.00	1.00
7210557.00	0.00
7210605.00	1.00
7210616.00	0.00
7210664.00	1.00
7210676.00	0.00
7210724.00	1.00
7210735.00	0.00
7210791.00	1.00
7210803.00	0.00
7210850.00	1.00
7210861.00	0.00
7210909.00	1.00
7210920.00	0.00
7210968.00	1.00
7210979.00	0.00
7211026.00	1.00
7211038.00	0.00
7211086.00	1.00
7211097.00	0.00
7211146.00	1.00
7211162.00	0.00
7211211.00	1.00
7211623.00	0.00
7211690.00	1.00
7211706.00	0.00
7211759.00	1.00
7211771.00	0.00
7211841.00	1.00
7211854.00	0.00
7211904.00	1.00
7211916.00	0.00
7211964.00	1.00
7211976.00	0.00
7212024.00	1.00
7212036.00	0.00
7212084.00	1.00
7212095.00	0.00
7212143.00	1.00
7212154.00	0.00
7212202.00	1.00
7212213.00	0.00
7212261.00	1.00
7212272.00	0.00
7212320.00	1.00
7212332.00	0.00
7212379.00	1.00
7212390.00	0.00
7212444.00	1.00
7212456.00	0.00
7212504.00	1.00
7212515.00	0.00
7212566.00	1.00
7212578.00	0.00
7212628.00	1.00
7212644.00	0.00
7212694.00	1.00
7213109.00	0.00
7213171.00	1.00
7213186.00	0.00
7213237.00	1.00
7213249.00	0.00
7213298.00	1.00
7213309.00	0.00
7213357.00	1.00
7213368.00	0.00
7213421.00	1.00
7213433.00	0.00
7213482.00	1.00
7213493.00	0.00
7213542.00	1.00
7213554.00	0.00
7213610.00	1.00
7213621.00	0.00
7213669.00	1.00
7213680.00	0.00
7213728.00	1.00
7213739.00	0.00
7213786.00	1.00
7213797.00	0.00
7213852.00	1.00
7213863.00	0.00
7213910.00	1.00
7213921.00	0.00
7213969.00	1.00
7213980.00	0.00
7214027.00	1.00
7214038.00	0.00
7214087.00	1.00
7214104.00	0.00
7214153.00	1.00
7214562.00	0.00
7214622.00	1.00
7214638.00	0.00
7214697.00	1.00
7214710.00	0.00
7214759.00	1.00
7214770.00	0.00
7214819.00	1.00
7214830.00	0.00
7214878.00	1.00
7214889.00	0.00
7214937.00	1.00
7214948.00	0.00
7214997.00	1.00
7215009.00	0.00
7215057.00	1.00
7215068.00	0.00
7215115.00	1.00
7215126.00	0.00
7215174.00	1.00
7215185.00	0.00
7215233.00	1.00
7215244.00	0.00
7215291.00	1.00
7215302.00	0.00
7215358.00	1.00
7215370.00	0.00
7215424.00	1.00
7215436.00	0.00
7215485.00	1.00
7215496.00	0.00
7215548.00	1.00
7215564.00	0.00
7215614.00	1.00
7216015.00	0.00
7216074.00	1.00
7216089.00	0.00
7216143.00	1.00
7216155.00	0.00
7216205.00	1.00
7216216.00	0.00
7216264.00	1.00
7216276.00	0.00
7216324.00	1.00
7216335.00	0.00
7216383.00	1.00
7216394.00	0.00
7216448.00	1.00
7216460.00	0.00
7216508.00	1.00
7216520.00	0.00
7216568.00	1.00
7216579.00	0.00
7216627.00	1.00
7216639.00	0.00
7216688.00	1.00
7216699.00	0.00
7216755.00	1.00
7216766.00	0.00
7216814.00	1.00
7216825.00	0.00
7216874.00	1.00
7216885.00	0.00
7216934.00	1.00
7216945.00	0.00
7216994.00	1.00
7217010.00	0.00
7217060.00	1.00
7217469.00	0.00
7217528.00	1.00
7217544.00	0.00
7217596.00	1.00
7217607.00	0.00
7217656.00	1.00
7217668.00	0.00
7217717.00	1.00
7217729.00	0.00
7217778.00	1.00
7217790.00	0.00
7217838.00	1.00
7217849.00	0.00
7217897.00	1.00
7217908.00	0.00
7217956.00	1.00
7217967.00	0.00
7218015.00	1.00
7218026.00	0.00
7218074.00	1.00
7218085.00	0.00
7218133.00	1.00
7218144.00	0.00
7218191.00	1.00
7218202.00	0.00
7218250.00	1.00
7218261.00	0.00
7218309.00	1.00
7218320.00	0.00
7218367.00	1.00
7218378.00	0.00
7218431.00	1.00
7218448.00	0.00
7218500.00	1.00
7218905.00	0.00
7218967.00	1.00
7218982.00	0.00
7219034.00	1.00
7219046.00	0.00
7219095.00	1.00
7219107.00	0.00
7219157.00	1.00
7219168.00	0.00
7219218.00	1.00
7219229.00	0.00
7219277.00	1.00
7219288.00	0.00
7219335.00	1.00
7219347.00	0.00
7219395.00	1.00
7219411.00	0.00
7219461.00	1.00
7219472.00	0.00
7219520.00	1.00
7219531.00	0.00
7219579.00	1.00
7219590.00	0.00
7219643.00	1.00
7219654.00	0.00
7219702.00	1.00
7219713.00	0.00
7219761.00	1.00
7219772.00	0.00
7219819.00	1.00
7219831.00	0.00
7219881.00	1.00
7219897.00	0.00
7219947.00	1.00
7220348.00	0.00
7220413.00	1.00
7220429.00	0.00
7220482.00	1.00
7220494.00	0.00
7220543.00	1.00
7220555.00	0.00
7220603.00	1.00
7220614.00	0.00
7220662.00	1.00
7220674.00	0.00
7220722.00	1.00
7220733.00	0.00
7220782.00	1.00
7220793.00	0.00
7220841.00	1.00
7220852.00	0.00
7220902.00	1.00
7220913.00	0.00
7220963.00	1.00
7220974.00	0.00
7221022.00	1.00
7221033.00	0.00
7221082.00	1.00
7221093.00	0.00
7221141.00	1.00
7221153.00	0.00
7221200.00	1.00
7221212.00	0.00
7221259.00	1.00
7221270.00	0.00
7221319.00	1.00
7221335.00	0.00
7221386.00	1.00
7221801.00	0.00
7221862.00	1.00
7221878.00	0.00
7221929.00	1.00
7221941.00	0.00
7221990.00	1.00
7222002.00	0.00
7222050.00	1.00
7222061.00	0.00
7222110.00	1.00
7222121.00	0.00
7222169.00	1.00
7222180.00	0.00
7222228.00	1.00
7222239.00	0.00
7222287.00	1.00
7222298.00	0.00
7222346.00	1.00
7222358.00	0.00
7222410.00	1.00
7222422.00	0.00
7222472.00	1.00
7222483.00	0.00
7222530.00	1.00
7222542.00	0.00
7222590.00	1.00
7222602.00	0.00
7222649.00	1.00
7222660.00	0.00
7222707.00	1.00
7222718.00	0.00
7222769.00	1.00
7222785.00	0.00
7222841.00	1.00
7223245.00	0.00
7223313.00	1.00
7223329.00	0.00
7223380.00	1.00
7223392.00	0.00
7223448.00	1.00
7223461.00	0.00
7223509.00	1.00
7223521.00	0.00
7223568.00	1.00
7223580.00	0.00
7223628.00	1.00
7223639.00	0.00
7223687.00	1.00
7223698.00	0.00
7223745.00	1.00
7223756.00	0.00
7223804.00	1.00
7223815.00	0.00
7223863.00	1.00
7223875.00	0.00
7223924.00	1.00
7223935.00	0.00
7223983.00	1.00
7223994.00	0.00
7224042.00	1.00
7224053.00	0.00
7224101.00	1.00
7224112.00	0.00
7224161.00	1.00
7224172.00	0.00
7224222.00	1.00
7224238.00	0.00
7224289.00	1.00
7224698.00	0.00
7224760.00	1.00
7224776.00	0.00
7224827.00	1.00
7224839.00	0.00
7224888.00	1.00
7224899.00	0.00
7224947.00	1.00
7224958.00	0.00
7225006.00	1.00
7225017.00	0.00
7225067.00	1.00
7225078.00	0.00
7225135.00	1.00
7225146.00	0.00
7225193.00	1.00
7225205.00	0.00
7225253.00	1.00
7225265.00	0.00
7225313.00	1.00
7225324.00	0.00
7225371.00	1.00
7225382.00	0.00
7225435.00	1.00
7225447.00	0.00
7225496.00	1.00
7225507.00	0.00
7225554.00	1.00
7225565.00	0.00
7225613.00	1.00
7225624.00	0.00
7225673.00	1.00
7225690.00	0.00
7225739.00	1.00
7226141.00	0.00
7226209.00	1.00
7226225.00	0.00
7226278.00	1.00
7226290.00	0.00
7226346.00	1.00
7226358.00	0.00
7226418.00	1.00
7226431.00	0.00
7226481.00	1.00
7226492.00	0.00
7226541.00	1.00
7226553.00	0.00
7226611.00	1.00
7226622.00	0.00
7226672.00	1.00
7226683.00	0.00
7226731.00	1.00
7226743.00	0.00
7226791.00	1.00
7226802.00	0.00
7226850.00	1.00
7226861.00	0.00
7226911.00	1.00
7226922.00	0.00
7226969.00	1.00
7226981.00	0.00
7227028.00	1.00
7227038.00	0.00
7227086.00	1.00
7227097.00	0.00
7227147.00	1.00
7227163.00	0.00
7227213.00	1.00
7227623.00	0.00
7227685.00	1.00
7227701.00	0.00
7227752.00	1.00
7227764.00	0.00
7227813.00	1.00
7227824.00	0.00
7227873.00	1.00
7227884.00	0.00
7227933.00	1.00
7227944.00	0.00
7227992.00	1.00
7228004.00	0.00
7228054.00	1.00
7228065.00	0.00
7228116.00	1.00
7228127.00	0.00
7228184.00	1.00
7228196.00	0.00
7228244.00	1.00
7228255.00	0.00
7228302.00	1.00
7228313.00	0.00
7228361.00	1.00
7228372.00	0.00
7228433.00	1.00
7228444.00	0.00
7228493.00	1.00
7228504.00	0.00
7228552.00	1.00
7228563.00	0.00
7228613.00	1.00
7228629.00	0.00
7228680.00	1.00
7229085.00	0.00
7229145.00	1.00
7229160.00	0.00
7229213.00	1.00
7229224.00	0.00
7229283.00	1.00
7229295.00	0.00
7229351.00	1.00
7229363.00	0.00
7229422.00	1.00
7229435.00	0.00
7229489.00	1.00
7229500.00	0.00
7229555.00	1.00
7229567.00	0.00
7229621.00	1.00
7229633.00	0.00
7229683.00	1.00
7229695.00	0.00
7229743.00	1.00
7229755.00	0.00
7229804.00	1.00
7229815.00	0.00
7229862.00	1.00
7229874.00	0.00
7229921.00	1.00
7229932.00	0.00
7229980.00	1.00
7229991.00	0.00
7230039.00	1.00
7230051.00	0.00
7230099.00	1.00
7230116.00	0.00
7230166.00	1.00
7230582.00	0.00
7230644.00	1.00
7230661.00	0.00
7230720.00	1.00
7230733.00	0.00
7230782.00	1.00
7230794.00	0.00
7230841.00	1.00
7230853.00	0.00
7230901.00	1.00
7230912.00	0.00
7230959.00	1.00
7230971.00	0.00
7231020.00	1.00
7231031.00	0.00
7231079.00	1.00
7231090.00	0.00
7231145.00	1.00
7231157.00	0.00
7231205.00	1.00
7231216.00	0.00
7231264.00	1.00
7231275.00	0.00
7231323.00	1.00
7231334.00	0.00
7231382.00	1.00
7231393.00	0.00
7231447.00	1.00
7231458.00	0.00
7231508.00	1.00
7231520.00	0.00
7231569.00	1.00
7231586.00	0.00
7231635.00	1.00
7232037.00	0.00
7232098.00	1.00
7232114.00	0.00
7232164.00	1.00
7232177.00	0.00
7232225.00	1.00
7232237.00	0.00
7232285.00	1.00
7232297.00	0.00
7232344.00	1.00
7232356.00	0.00
7232403.00	1.00
7232419.00	0.00
7232471.00	1.00
7232482.00	0.00
7232530.00	1.00
7232542.00	0.00
7232591.00	1.00
7232602.00	0.00
7232651.00	1.00
7232662.00	0.00
7232710.00	1.00
7232721.00	0.00
7232769.00	1.00
7232779.00	0.00
7232833.00	1.00
7232844.00	0.00
7232892.00	1.00
7232903.00	0.00
7232952.00	1.00
7232963.00	0.00
7233012.00	1.00
7233028.00	0.00
7233080.00	1.00
7233490.00	0.00
7233551.00	1.00
7233566.00	0.00
7233617.00	1.00
7233629.00	0.00
7233678.00	1.00
7233689.00	0.00
7233738.00	1.00
7233750.00	0.00
7233798.00	1.00
7233809.00	0.00
7233856.00	1.00
7233868.00	0.00
7233918.00	1.00
7233929.00	0.00
7233976.00	1.00
7233988.00	0.00
7234037.00	1.00
7234048.00	0.00
7234095.00	1.00
7234106.00	0.00
7234154.00	1.00
7234165.00	0.00
7234214.00	1.00
7234225.00	0.00
7234274.00	1.00
7234285.00	0.00
7234333.00	1.00
7234344.00	0.00
7234394.00	1.00
7234410.00	0.00
7234461.00	1.00
7234478.00	0.00
7234529.00	1.00
7234935.00	0.00
7234996.00	1.00
7235011.00	0.00
7235062.00	1.00
7235074.00	0.00
7235124.00	1.00
7235135.00	0.00
7235183.00	1.00
7235194.00	0.00
7235248.00	1.00
7235259.00	0.00
7235306.00	1.00
7235318.00	0.00
7235365.00	1.00
7235377.00	0.00
7235431.00	1.00
7235442.00	0.00
7235492.00	1.00
7235503.00	0.00
7235552.00	1.00
7235563.00	0.00
7235610.00	1.00
7235621.00	0.00
7235669.00	1.00
7235680.00	0.00
7235727.00	1.00
7235738.00	0.00
7235786.00	1.00
7235798.00	0.00
7235844.00	1.00
7235856.00	0.00
7235904.00	1.00
7235921.00	0.00
7235972.00	1.00
7236375.00	0.00
7236440.00	1.00
7236455.00	0.00
7236507.00	1.00
7236519.00	0.00
7236567.00	1.00
7236578.00	0.00
7236626.00	1.00
7236638.00	0.00
7236685.00	1.00
7236697.00	0.00
7236745.00	1.00
7236757.00	0.00
7236806.00	1.00
7236817.00	0.00
7236865.00	1.00
7236876.00	0.00
7236923.00	1.00
7236934.00	0.00
7236982.00	1.00
7236993.00	0.00
7237043.00	1.00
7237054.00	0.00
7237102.00	1.00
7237113.00	0.00
7237161.00	1.00
7237172.00	0.00
7237219.00	1.00
7237230.00	0.00
7237279.00	1.00
7237291.00	0.00
7237340.00	1.00
7237355.00	0.00
7237410.00	1.00
7237815.00	0.00
7237881.00	1.00
7237897.00	0.00
7237948.00	1.00
7237960.00	0.00
7238010.00	1.00
7238021.00	0.00
7238071.00	1.00
7238082.00	0.00
7238131.00	1.00
7238142.00	0.00
7238190.00	1.00
7238201.00	0.00
7238248.00	1.00
7238259.00	0.00
7238315.00	1.00
7238326.00	0.00
7238376.00	1.00
7238388.00	0.00
7238441.00	1.00
7238453.00	0.00
7238503.00	1.00
7238514.00	0.00
7238561.00	1.00
7238572.00	0.00
7238620.00	1.00
7238631.00	0.00
7238678.00	1.00
7238690.00	0.00
7238737.00	1.00
7238749.00	0.00
7238798.00	1.00
7238814.00	0.00
7238866.00	1.00
7239275.00	0.00
7239335.00	1.00
7239351.00	0.00
7239402.00	1.00
7239419.00	0.00
7239469.00	1.00
7239482.00	0.00
7239530.00	1.00
7239542.00	0.00
7239590.00	1.00
7239601.00	0.00
7239649.00	1.00
7239660.00	0.00
7239709.00	1.00
7239720.00	0.00
7239768.00	1.00
7239779.00	0.00
7239827.00	1.00
7239838.00	0.00
7239885.00	1.00
7239896.00	0.00
7239944.00	1.00
7239955.00	0.00
7240004.00	1.00
7240015.00	0.00
7240064.00	1.00
7240075.00	0.00
7240122.00	1.00
7240134.00	0.00
7240182.00	1.00
7240193.00	0.00
7240243.00	1.00
7240260.00	0.00
7240310.00	1.00
7240721.00	0.00
7240780.00	1.00
7240796.00	0.00
7240847.00	1.00
7240859.00	0.00
7240908.00	1.00
7240919.00	0.00
7240967.00	1.00
7240978.00	0.00
7241026.00	1.00
7241037.00	0.00
7241085.00	1.00
7241096.00	0.00
7241144.00	1.00
7241155.00	0.00
7241203.00	1.00
7241215.00	0.00
7241263.00	1.00
7241274.00	0.00
7241321.00	1.00
7241333.00	0.00
7241381.00	1.00
7241393.00	0.00
7241453.00	1.00
7241465.00	0.00
7241512.00	1.00
7241523.00	0.00
7241570.00	1.00
7241582.00	0.00
7241629.00	1.00
7241641.00	0.00
7241698.00	1.00
7241715.00	0.00
7241765.00	1.00
7242171.00	0.00
7242231.00	1.00
7242247.00	0.00
7242299.00	1.00
7242311.00	0.00
7242361.00	1.00
7242373.00	0.00
7242426.00	1.00
7242438.00	0.00
7242486.00	1.00
7242497.00	0.00
7242545.00	1.00
7242556.00	0.00
7242613.00	1.00
7242624.00	0.00
7242673.00	1.00
7242684.00	0.00
7242732.00	1.00
7242743.00	0.00
7242796.00	1.00
7242808.00	0.00
7242857.00	1.00
7242868.00	0.00
7242916.00	1.00
7242928.00	0.00
7242976.00	1.00
7242987.00	0.00
7243036.00	1.00
7243047.00	0.00
7243095.00	1.00
7243106.00	0.00
7243156.00	1.00
7243172.00	0.00
7243222.00	1.00
7243641.00	0.00
7243703.00	1.00
7243719.00	0.00
7243771.00	1.00
7243783.00	0.00
7243832.00	1.00
7243844.00	0.00
7243892.00	1.00
7243904.00	0.00
7243953.00	1.00
7243965.00	0.00
7244013.00	1.00
7244025.00	0.00
7244072.00	1.00
7244084.00	0.00
7244135.00	1.00
7244146.00	0.00
7244193.00	1.00
7244205.00	0.00
7244252.00	1.00
7244264.00	0.00
7244312.00	1.00
7244323.00	0.00
7244370.00	1.00
7244381.00	0.00
7244435.00	1.00
7244447.00	0.00
7244496.00	1.00
7244507.00	0.00
7244554.00	1.00
7244565.00	0.00
7244615.00	1.00
7244631.00	0.00
7244682.00	1.00
7245086.00	0.00
7245148.00	1.00
7245163.00	0.00
7245223.00	1.00
7245236.00	0.00
7245288.00	1.00
7245300.00	0.00
7245349.00	1.00
7245360.00	0.00
7245415.00	1.00
7245427.00	0.00
7245478.00	1.00
7245490.00	0.00
7245538.00	1.00
7245549.00	0.00
7245597.00	1.00
7245609.00	0.00
7245656.00	1.00
7245668.00	0.00
7245716.00	1.00
7245727.00	0.00
7245775.00	1.00
7245786.00	0.00
7245833.00	1.00
7245845.00	0.00
7245893.00	1.00
7245904.00	0.00
7245958.00	1.00
7245969.00	0.00
7246019.00	1.00
7246031.00	0.00
7246082.00	1.00
7246098.00	0.00
7246150.00	1.00
7246578.00	0.00
7246640.00	1.00
7246656.00	0.00
7246706.00	1.00
7246718.00	0.00
7246767.00	1.00
7246778.00	0.00
7246826.00	1.00
7246837.00	0.00
7246885.00	1.00
7246896.00	0.00
7246945.00	1.00
7246956.00	0.00
7247005.00	1.00
7247016.00	0.00
7247077.00	1.00
7247088.00	0.00
7247136.00	1.00
7247146.00	0.00
7247194.00	1.00
7247205.00	0.00
7247254.00	1.00
7247265.00	0.00
7247312.00	1.00
7247323.00	0.00
7247372.00	1.00
7247384.00	0.00
7247436.00	1.00
7247448.00	0.00
7247498.00	1.00
7247509.00	0.00
7247559.00	1.00
7247575.00	0.00
7247637.00	1.00
7248040.00	0.00
7248100.00	1.00
7248115.00	0.00
7248166.00	1.00
7248178.00	0.00
7248227.00	1.00
7248239.00	0.00
7248287.00	1.00
7248298.00	0.00
7248346.00	1.00
7248357.00	0.00
7248404.00	1.00
7248421.00	0.00
7248470.00	1.00
7248482.00	0.00
7248530.00	1.00
7248541.00	0.00
7248589.00	1.00
7248600.00	0.00
7248649.00	1.00
7248661.00	0.00
7248708.00	1.00
7248720.00	0.00
7248767.00	1.00
7248778.00	0.00
7248826.00	1.00
7248836.00	0.00
7248886.00	1.00
7248897.00	0.00
7248953.00	1.00
7248965.00	0.00
7249018.00	1.00
7249034.00	0.00
7249087.00	1.00
7249511.00	0.00
7249587.00	1.00
7249604.00	0.00
7249657.00	1.00
7249669.00	0.00
7249718.00	1.00
7249730.00	0.00
7249779.00	1.00
7249790.00	0.00
7249840.00	1.00
7249852.00	0.00
7249900.00	1.00
7249911.00	0.00
7249961.00	1.00
7249972.00	0.00
7250021.00	1.00
7250032.00	0.00
7250079.00	1.00
7250090.00	0.00
7250147.00	1.00
7250158.00	0.00
7250206.00	1.00
7250217.00	0.00
7250266.00	1.00
7250277.00	0.00
7250325.00	1.00
7250336.00	0.00
7250385.00	1.00
7250397.00	0.00
7250451.00	1.00
7250462.00	0.00
7250512.00	1.00
7250528.00	0.00
7250578.00	1.00
7250984.00	0.00
7251051.00	1.00
7251066.00	0.00
7251118.00	1.00
7251131.00	0.00
7251180.00	1.00
7251193.00	0.00
7251241.00	1.00
7251252.00	0.00
7251301.00	1.00
7251312.00	0.00
7251360.00	1.00
7251372.00	0.00
7251426.00	1.00
7251438.00	0.00
7251488.00	1.00
7251499.00	0.00
7251547.00	1.00
7251559.00	0.00
7251606.00	1.00
7251617.00	0.00
7251664.00	1.00
7251675.00	0.00
7251724.00	1.00
7251735.00	0.00
7251783.00	1.00
7251795.00	0.00
7251842.00	1.00
7251853.00	0.00
7251900.00	1.00
7251911.00	0.00
7251967.00	1.00
7251983.00	0.00
7252033.00	1.00
7252444.00	0.00
7252507.00	1.00
7252522.00	0.00
7252573.00	1.00
7252585.00	0.00
7252633.00	1.00
7252645.00	0.00
7252692.00	1.00
7252703.00	0.00
7252751.00	1.00
7252763.00	0.00
7252811.00	1.00
7252822.00	0.00
7252870.00	1.00
7252881.00	0.00
7252928.00	1.00
7252939.00	0.00
7252986.00	1.00
7252997.00	0.00
7253045.00	1.00
7253056.00	0.00
7253102.00	1.00
7253114.00	0.00
7253161.00	1.00
7253172.00	0.00
7253220.00	1.00
7253231.00	0.00
7253280.00	1.00
7253292.00	0.00
7253338.00	1.00
7253349.00	0.00
7253399.00	1.00
7253420.00	0.00
7253472.00	1.00
7253885.00	0.00
7253944.00	1.00
7253960.00	0.00
7254011.00	1.00
7254023.00	0.00
7254072.00	1.00
7254083.00	0.00
7254132.00	1.00
7254143.00	0.00
7254191.00	1.00
7254203.00	0.00
7254250.00	1.00
7254262.00	0.00
7254310.00	1.00
7254321.00	0.00
7254369.00	1.00
7254380.00	0.00
7254441.00	1.00
7254453.00	0.00
7254501.00	1.00
7254513.00	0.00
7254561.00	1.00
7254572.00	0.00
7254620.00	1.00
7254632.00	0.00
7254679.00	1.00
7254691.00	0.00
7254740.00	1.00
7254751.00	0.00
7254808.00	1.00
7254819.00	0.00
7254871.00	1.00
7254888.00	0.00
7254947.00	1.00
7255353.00	0.00
7255426.00	1.00
7255443.00	0.00
7255497.00	1.00
7255509.00	0.00
7255558.00	1.00
7255569.00	0.00
7255617.00	1.00
7255628.00	0.00
7255677.00	1.00
7255688.00	0.00
7255737.00	1.00
7255748.00	0.00
7255796.00	1.00
7255807.00	0.00
7255854.00	1.00
7255866.00	0.00
7255916.00	1.00
7255927.00	0.00
7255975.00	1.00
7255986.00	0.00
7256035.00	1.00
7256047.00	0.00
7256094.00	1.00
7256105.00	0.00
7256152.00	1.00
7256163.00	0.00
7256212.00	1.00
7256224.00	0.00
7256271.00	1.00
7256281.00	0.00
7256332.00	1.00
7256348.00	0.00
7256397.00	1.00
7256806.00	0.00
7256868.00	1.00
7256883.00	0.00
7256934.00	1.00
7256946.00	0.00
7256995.00	1.00
7257006.00	0.00
7257054.00	1.00
7257065.00	0.00
7257113.00	1.00
7257125.00	0.00
7257173.00	1.00
7257184.00	0.00
7257234.00	1.00
7257246.00	0.00
7257301.00	1.00
7257312.00	0.00
7257360.00	1.00
7257371.00	0.00
7257424.00	1.00
7257436.00	0.00
7257484.00	1.00
7257496.00	0.00
7257543.00	1.00
7257554.00	0.00
7257602.00	1.00
7257613.00	0.00
7257660.00	1.00
7257671.00	0.00
7257719.00	1.00
7257730.00	0.00
7257779.00	1.00
7257796.00	0.00
7257845.00	1.00
7258246.00	0.00
7258314.00	1.00
7258330.00	0.00
7258380.00	1.00
7258392.00	0.00
7258447.00	1.00
7258459.00	0.00
7258507.00	1.00
7258519.00	0.00
7258569.00	1.00
7258580.00	0.00
7258628.00	1.00
7258639.00	0.00
7258687.00	1.00
7258698.00	0.00
7258745.00	1.00
7258756.00	0.00
7258804.00	1.00
7258815.00	0.00
7258862.00	1.00
7258873.00	0.00
7258920.00	1.00
7258932.00	0.00
7258979.00	1.00
7258990.00	0.00
7259037.00	1.00
7259048.00	0.00
7259095.00	1.00
7259106.00	0.00
7259154.00	1.00
7259165.00	0.00
7259215.00	1.00
7259231.00	0.00
7259281.00	1.00
7259689.00	0.00
7259751.00	1.00
7259766.00	0.00
7259817.00	1.00
7259829.00	0.00
7259878.00	1.00
7259890.00	0.00
7259938.00	1.00
7259949.00	0.00
7259997.00	1.00
7260009.00	0.00
7260057.00	1.00
7260068.00	0.00
7260116.00	1.00
7260127.00	0.00
7260174.00	1.00
7260185.00	0.00
7260233.00	1.00
7260244.00	0.00
7260291.00	1.00
7260302.00	0.00
7260350.00	1.00
7260361.00	0.00
7260414.00	1.00
7260426.00	0.00
7260476.00	1.00
7260488.00	0.00
7260536.00	1.00
7260548.00	0.00
7260595.00	1.00
7260606.00	0.00
7260660.00	1.00
7260677.00	0.00
7260727.00	1.00
7261134.00	0.00
7261202.00	1.00
7261218.00	0.00
7261276.00	1.00
7261288.00	0.00
7261348.00	1.00
7261360.00	0.00
7261415.00	1.00
7261427.00	0.00
7261477.00	1.00
7261489.00	0.00
7261537.00	1.00
7261548.00	0.00
7261595.00	1.00
7261607.00	0.00
7261654.00	1.00
7261666.00	0.00
7261713.00	1.00
7261724.00	0.00
7261772.00	1.00
7261783.00	0.00
7261830.00	1.00
7261842.00	0.00
7261889.00	1.00
7261900.00	0.00
7261949.00	1.00
7261960.00	0.00
7262007.00	1.00
7262018.00	0.00
7262065.00	1.00
7262075.00	0.00
7262124.00	1.00
7262140.00	0.00
7262189.00	1.00
7262598.00	0.00
7262660.00	1.00
7262676.00	0.00
7262726.00	1.00
7262738.00	0.00
7262786.00	1.00
7262798.00	0.00
7262846.00	1.00
7262857.00	0.00
7262905.00	1.00
7262916.00	0.00
7262963.00	1.00
7262974.00	0.00
7263023.00	1.00
7263034.00	0.00
7263081.00	1.00
7263092.00	0.00
7263140.00	1.00
7263151.00	0.00
7263197.00	1.00
7263209.00	0.00
7263262.00	1.00
7263273.00	0.00
7263321.00	1.00
7263332.00	0.00
7263380.00	1.00
7263391.00	0.00
7263444.00	1.00
7263456.00	0.00
7263503.00	1.00
7263514.00	0.00
7263563.00	1.00
7263579.00	0.00
7263628.00	1.00
7264031.00	0.00
7264098.00	1.00
7264113.00	0.00
7264164.00	1.00
7264175.00	0.00
7264224.00	1.00
7264235.00	0.00
7264282.00	1.00
7264293.00	0.00
7264342.00	1.00
7264354.00	0.00
7264401.00	1.00
7264417.00	0.00
7264467.00	1.00
7264478.00	0.00
7264526.00	1.00
7264538.00	0.00
7264586.00	1.00
7264597.00	0.00
7264644.00	1.00
7264656.00	0.00
7264704.00	1.00
7264715.00	0.00
7264770.00	1.00
7264781.00	0.00
7264829.00	1.00
7264840.00	0.00
7264889.00	1.00
7264901.00	0.00
7264956.00	1.00
7264968.00	0.00
7265019.00	1.00
7265035.00	0.00
7265085.00	1.00
7265496.00	0.00
7265568.00	1.00
7265584.00	0.00
7265635.00	1.00
7265647.00	0.00
7265696.00	1.00
7265708.00	0.00
7265755.00	1.00
7265767.00	0.00
7265815.00	1.00
7265827.00	0.00
7265874.00	1.00
7265886.00	0.00
7265933.00	1.00
7265944.00	0.00
7265992.00	1.00
7266003.00	0.00
7266050.00	1.00
7266061.00	0.00
7266109.00	1.00
7266120.00	0.00
7266168.00	1.00
7266179.00	0.00
7266228.00	1.00
7266239.00	0.00
7266288.00	1.00
7266299.00	0.00
7266346.00	1.00
7266358.00	0.00
7266410.00	1.00
